#{"t_start": 1740379874.6132984, "env_id": "ALE/Breakout-v5"}
r,l,t
7.0,287,3095.206906
5.0,347,3096.099069
4.0,321,3096.911365
7.0,416,3097.429664
2.0,248,3097.718454
11.0,308,3098.124843
3.0,241,3098.436328
7.0,277,3098.80364
2.0,213,3099.056
7.0,410,3100.00966
7.0,422,3101.169819
7.0,420,3102.249409
8.0,446,3102.97525
7.0,440,3103.605168
3.0,242,3103.951691
7.0,278,3104.332017
2.0,202,3104.606735
0.0,137,3104.782416
1.0,176,3105.163694
0.0,166,3105.606276
1.0,184,3106.069878
1.0,193,3106.541426
0.0,172,3106.966573
2.0,209,3107.464634
0.0,149,3107.801897
8.0,323,3108.462709
7.0,414,3108.995908
6.0,397,3109.501361
3.0,273,3109.896737
3.0,235,3110.237435
2.0,233,3110.597542
5.0,338,3111.55008
2.0,229,3112.105292
2.0,217,3112.673348
4.0,304,3113.450677
2.0,212,3113.959656
0.0,139,3114.123415
2.0,222,3114.427558
5.0,349,3114.867581
3.0,266,3115.298342
3.0,261,3115.964947
1.0,173,3116.464203
1.0,174,3116.85395
1.0,168,3117.262082
3.0,244,3118.134597
7.0,286,3118.728385
7.0,401,3119.237297
7.0,299,3119.598781
7.0,409,3120.653341
3.0,244,3121.281441
11.0,442,3122.502525
3.0,255,3123.112767
3.0,260,3123.447272
7.0,412,3123.987795
9.0,394,3124.755492
8.0,446,3125.94812
3.0,241,3126.523408
7.0,420,3127.647087
7.0,408,3128.757439
3.0,255,3129.408723
4.0,277,3130.006757
5.0,321,3130.45069
4.0,269,3130.943091
3.0,263,3131.661563
6.0,393,3132.750859
6.0,373,3133.760825
7.0,417,3134.847139
5.0,325,3135.732911
8.0,321,3136.547789
8.0,451,3137.711943
1.0,167,3138.163866
2.0,254,3138.773139
4.0,303,3139.539315
4.0,299,3140.310717
4.0,274,3141.012816
12.0,492,3142.326648
6.0,389,3143.360454
8.0,323,3144.206914
1.0,197,3144.683589
6.0,384,3145.694615
3.0,262,3146.324265
6.0,383,3147.312782
11.0,457,3148.478475
2.0,223,3149.038176
4.0,286,3149.760081
6.0,401,3150.809894
7.0,410,3151.856319
3.0,266,3152.521973
4.0,280,3153.23458
7.0,418,3154.330959
2.0,213,3154.891139
3.0,251,3155.515851
3.0,250,3156.145257
7.0,430,3157.275371
11.0,440,3158.477206
3.0,249,3159.108817
7.0,402,3160.257802
11.0,442,3161.458506
3.0,250,3161.918591
7.0,277,3162.261433
7.0,402,3162.770213
8.0,308,3163.413842
8.0,322,3164.231465
5.0,368,3165.171087
9.0,371,3166.10448
4.0,288,3166.845338
4.0,271,3167.519792
2.0,239,3168.132989
7.0,408,3169.309789
8.0,341,3170.212447
11.0,314,3171.047612
7.0,407,3172.112231
2.0,235,3172.673966
3.0,265,3173.382444
7.0,279,3174.068441
7.0,430,3175.174718
11.0,449,3175.880496
6.0,393,3176.376361
2.0,227,3176.814002
2.0,235,3177.388877
7.0,406,3178.564672
3.0,244,3179.190221
3.0,246,3179.882741
11.0,459,3181.054615
11.0,459,3181.710416
7.0,420,3182.224666
11.0,440,3182.841723
3.0,253,3183.125869
11.0,314,3183.633278
7.0,273,3184.38005
3.0,260,3185.039719
6.0,389,3186.095711
7.0,295,3186.812298
7.0,281,3187.142478
7.0,296,3187.507339
3.0,245,3187.80519
6.0,380,3188.623554
0.0,147,3188.979631
1.0,187,3189.4113
0.0,132,3189.739443
1.0,174,3190.154127
3.0,258,3190.82035
1.0,159,3191.209144
11.0,456,3191.873221
5.0,345,3192.305054
3.0,269,3192.754879
6.0,372,3193.733304
2.0,216,3194.284752
11.0,442,3195.458151
3.0,266,3195.998951
11.0,432,3196.545191
2.0,230,3196.825496
4.0,270,3197.17203
11.0,456,3197.760528
7.0,287,3198.113582
3.0,266,3198.697456
4.0,269,3199.417076
7.0,291,3200.163769
11.0,457,3201.337978
11.0,438,3202.012378
8.0,323,3202.427403
7.0,271,3202.773183
5.0,370,3203.202633
5.0,347,3203.637971
8.0,323,3204.293423
2.0,211,3204.835219
7.0,299,3205.579692
3.0,260,3206.229514
6.0,397,3207.238827
8.0,298,3207.61369
4.0,279,3207.970999
8.0,443,3208.527993
7.0,419,3209.084388
7.0,421,3209.771006
7.0,280,3210.503512
7.0,409,3211.601314
6.0,382,3212.666199
2.0,217,3213.233868
7.0,403,3214.221846
11.0,455,3214.821237
8.0,319,3215.212829
11.0,455,3215.824924
7.0,401,3216.338754
4.0,271,3217.022117
11.0,430,3218.171293
7.0,285,3218.936417
3.0,270,3219.621332
11.0,447,3220.267935
11.0,455,3220.835573
11.0,303,3221.234347
9.0,350,3221.669482
7.0,285,3222.028167
11.0,437,3223.172332
6.0,380,3224.226304
4.0,281,3224.911875
3.0,241,3225.518566
7.0,427,3226.602193
7.0,451,3227.227149
5.0,349,3227.675066
2.0,219,3228.025695
7.0,290,3228.490247
6.0,387,3229.233486
5.0,365,3230.245313
7.0,272,3230.960349
7.0,277,3231.667844
3.0,247,3232.288313
2.0,235,3232.88474
3.0,256,3233.500658
7.0,421,3234.027125
7.0,282,3234.388512
2.0,227,3234.783026
11.0,435,3235.993237
7.0,419,3237.067803
5.0,343,3237.994677
4.0,275,3238.754316
7.0,298,3239.500268
1.0,171,3239.937518
3.0,268,3240.576822
3.0,233,3241.166697
5.0,343,3242.043554
2.0,220,3242.631489
3.0,248,3243.302649
1.0,181,3243.753708
3.0,263,3244.444329
7.0,283,3245.15661
3.0,242,3245.789713
7.0,424,3246.922204
6.0,383,3247.92523
7.0,423,3249.0061
7.0,413,3250.045804
11.0,455,3251.235086
7.0,423,3252.295662
4.0,307,3253.125918
6.0,373,3254.106157
2.0,238,3254.678314
7.0,398,3255.728934
7.0,274,3256.477096
7.0,297,3257.278216
7.0,290,3258.017637
7.0,299,3258.813471
11.0,292,3259.578131
3.0,274,3259.941408
11.0,439,3260.506774
7.0,415,3261.40236
7.0,279,3262.094094
10.0,417,3263.197095
7.0,428,3264.338239
6.0,391,3265.516679
11.0,298,3266.447333
4.0,329,3267.38362
11.0,459,3268.825189
8.0,307,3269.837546
3.0,248,3270.705238
7.0,414,3272.057985
11.0,459,3273.271674
3.0,245,3273.953791
11.0,443,3275.199589
7.0,413,3276.333143
5.0,329,3277.252306
8.0,314,3278.066435
7.0,399,3279.139865
2.0,232,3279.726332
11.0,449,3280.92038
10.0,462,3282.152077
3.0,255,3282.781809
7.0,298,3283.558803
4.0,286,3284.296833
5.0,362,3285.250547
3.0,239,3285.955036
1.0,210,3286.465424
2.0,219,3287.008079
8.0,327,3287.831142
4.0,290,3288.508349
4.0,278,3289.248574
7.0,394,3289.754875
6.0,366,3290.212753
2.0,216,3290.481449
3.0,263,3290.772712
3.0,241,3291.061273
11.0,443,3291.88396
11.0,449,3293.02316
4.0,269,3293.709767
11.0,445,3294.938304
11.0,446,3296.11408
7.0,403,3297.191334
3.0,247,3297.507376
3.0,258,3297.808633
6.0,379,3298.285779
6.0,400,3299.315519
8.0,321,3300.153157
4.0,302,3300.965084
2.0,230,3301.617746
3.0,259,3301.969311
7.0,385,3302.447132
3.0,256,3302.77676
2.0,208,3303.01349
8.0,443,3303.619279
3.0,220,3303.885031
6.0,353,3304.699551
1.0,181,3305.119924
4.0,293,3305.848619
2.0,227,3306.477381
1.0,178,3306.866804
3.0,260,3307.463922
7.0,410,3308.062568
6.0,378,3308.530102
4.0,303,3308.894461
4.0,259,3309.223799
7.0,287,3309.606804
6.0,380,3310.579772
7.0,270,3311.340814
7.0,406,3312.497906
3.0,261,3313.114075
11.0,304,3313.482363
8.0,323,3313.8899
9.0,355,3314.323429
3.0,258,3314.623475
7.0,416,3315.167374
3.0,241,3315.594482
11.0,433,3316.771761
3.0,252,3317.417139
6.0,378,3318.459235
11.0,451,3319.213003
5.0,359,3319.668868
8.0,301,3320.19199
11.0,438,3321.404131
3.0,249,3321.985111
2.0,220,3322.524509
7.0,406,3323.443842
7.0,278,3323.770936
6.0,376,3324.25919
8.0,317,3324.660459
3.0,269,3324.985485
1.0,159,3325.215272
2.0,247,3325.517135
1.0,162,3325.853139
3.0,252,3326.511286
7.0,412,3327.658874
3.0,258,3328.404254
7.0,297,3329.099915
4.0,269,3329.423944
6.0,377,3329.897934
8.0,443,3330.487001
1.0,171,3330.693258
2.0,230,3330.977959
3.0,236,3331.285316
2.0,207,3331.771507
2.0,201,3332.277972
2.0,214,3332.802045
4.0,289,3333.505401
11.0,442,3334.668241
7.0,299,3335.052953
7.0,276,3335.404471
4.0,280,3335.736186
7.0,395,3336.261373
2.0,207,3336.495238
4.0,263,3336.814504
3.0,265,3337.328337
6.0,393,3338.393337
3.0,251,3339.059415
3.0,259,3339.813522
11.0,433,3341.193935
3.0,233,3341.651165
2.0,209,3341.891989
7.0,409,3342.428137
2.0,219,3342.714641
4.0,290,3343.494775
9.0,395,3344.555612
2.0,216,3345.097276
3.0,244,3345.717567
4.0,290,3346.502102
3.0,261,3347.371137
3.0,265,3348.019402
6.0,373,3348.699468
7.0,284,3349.046584
4.0,329,3349.478655
7.0,274,3349.826091
3.0,258,3350.127189
7.0,270,3350.491178
3.0,261,3351.029255
11.0,293,3351.836866
7.0,420,3352.923526
6.0,388,3353.992428
7.0,299,3354.803833
9.0,384,3355.850385
3.0,258,3356.49891
7.0,420,3357.591381
7.0,284,3358.302457
3.0,251,3358.980057
6.0,385,3359.999684
5.0,352,3360.938213
7.0,299,3361.691809
3.0,260,3362.353017
2.0,236,3362.952809
4.0,336,3363.803963
2.0,215,3364.404947
6.0,394,3365.410838
6.0,386,3366.391212
3.0,255,3367.070878
11.0,433,3368.24945
5.0,357,3369.223982
7.0,409,3370.300683
3.0,261,3370.982091
7.0,410,3372.061305
11.0,451,3373.310937
3.0,253,3373.94218
6.0,380,3374.935828
3.0,253,3375.568761
5.0,371,3376.586413
11.0,434,3377.767455
4.0,294,3378.4946
3.0,258,3379.125246
11.0,492,3380.366573
8.0,299,3381.14818
7.0,401,3382.296807
7.0,422,3383.395857
7.0,280,3384.103727
3.0,247,3384.770959
7.0,428,3385.900595
3.0,264,3386.562017
5.0,320,3387.401609
4.0,270,3388.101303
6.0,397,3389.069625
7.0,421,3390.181021
11.0,299,3390.981026
2.0,212,3391.540658
6.0,371,3392.111691
5.0,363,3392.603904
11.0,431,3393.18194
11.0,440,3393.771166
3.0,259,3394.264679
7.0,409,3395.347601
5.0,352,3396.30921
8.0,322,3397.134162
2.0,218,3397.68624
3.0,253,3398.323795
8.0,456,3399.531027
8.0,327,3400.38764
3.0,242,3401.012265
7.0,413,3401.988102
8.0,302,3402.372195
11.0,459,3402.966863
9.0,359,3403.914003
11.0,445,3405.132822
11.0,304,3405.906565
5.0,371,3406.636739
11.0,432,3407.212713
3.0,257,3407.539969
3.0,247,3408.165992
11.0,455,3409.307522
5.0,361,3410.239879
7.0,427,3411.144321
7.0,407,3411.653187
3.0,245,3411.980899
11.0,445,3412.575761
5.0,348,3413.023221
11.0,448,3413.982558
8.0,305,3414.802303
7.0,287,3415.559348
8.0,306,3416.35936
9.0,368,3416.979002
7.0,412,3417.51363
11.0,457,3418.103844
3.0,256,3418.461255
3.0,263,3418.786676
9.0,387,3419.65904
11.0,441,3420.853671
2.0,220,3421.438842
3.0,270,3422.118829
8.0,428,3423.264174
5.0,361,3423.831693
3.0,261,3424.155017
3.0,267,3424.494226
3.0,248,3424.788901
3.0,267,3425.125208
7.0,283,3425.483711
5.0,358,3426.265391
7.0,403,3427.451422
11.0,456,3428.660942
11.0,441,3429.483556
2.0,216,3429.728612
8.0,461,3430.356016
2.0,215,3430.634996
2.0,232,3430.898773
3.0,251,3431.203874
3.0,245,3431.637898
3.0,249,3432.290257
4.0,289,3432.994411
6.0,397,3434.015196
4.0,285,3434.736201
3.0,251,3435.106886
3.0,244,3435.392841
7.0,296,3435.770266
3.0,262,3436.17483
11.0,442,3437.366962
7.0,291,3438.130125
7.0,426,3439.190104
3.0,265,3439.625774
3.0,260,3439.927727
3.0,252,3440.249622
7.0,285,3440.608004
5.0,359,3441.065174
3.0,247,3441.355898
4.0,286,3441.745543
11.0,446,3442.957667
7.0,409,3444.04947
11.0,437,3445.164011
4.0,284,3445.536913
7.0,402,3446.071472
7.0,421,3446.618226
1.0,208,3446.841811
10.0,410,3447.364539
7.0,415,3448.479322
8.0,317,3449.288186
8.0,299,3450.280443
7.0,420,3451.526119
12.0,524,3452.981337
11.0,439,3453.588031
7.0,415,3454.161066
7.0,430,3455.325077
7.0,290,3456.037649
11.0,318,3456.846618
3.0,262,3457.512575
7.0,425,3458.62424
11.0,432,3459.777915
6.0,382,3460.764722
5.0,354,3461.723017
6.0,378,3462.495369
4.0,294,3462.850067
8.0,312,3463.244418
6.0,377,3464.205948
4.0,269,3464.919407
11.0,457,3466.147289
7.0,276,3466.88985
4.0,293,3467.680105
11.0,457,3468.920991
6.0,390,3469.94746
3.0,250,3470.570096
6.0,385,3471.612826
7.0,289,3472.374892
3.0,251,3472.696725
7.0,290,3473.060739
11.0,431,3473.696089
8.0,301,3474.445383
11.0,299,3475.216008
3.0,267,3475.855418
6.0,398,3476.839171
5.0,334,3477.747247
7.0,428,3478.806955
2.0,231,3479.404971
11.0,452,3480.603018
3.0,254,3481.285723
4.0,283,3482.049159
11.0,454,3483.288144
7.0,280,3483.980381
7.0,428,3485.134794
7.0,401,3486.198437
3.0,266,3486.87273
7.0,282,3487.571428
5.0,336,3488.489639
4.0,300,3489.307906
4.0,289,3490.006187
11.0,298,3490.787052
2.0,240,3491.413305
7.0,410,3492.480594
3.0,249,3493.174345
7.0,423,3494.312459
7.0,288,3495.017904
2.0,217,3495.57733
11.0,300,3496.327717
7.0,416,3497.438417
7.0,283,3498.13387
7.0,408,3499.219156
7.0,408,3500.304354
7.0,406,3501.413724
7.0,413,3502.564572
6.0,399,3503.582078
6.0,374,3504.399456
1.0,204,3504.647842
11.0,436,3505.210659
11.0,320,3505.79499
3.0,252,3506.441646
6.0,383,3507.465714
3.0,258,3508.145267
6.0,393,3509.218241
4.0,289,3509.924941
6.0,399,3511.008157
7.0,278,3511.76169
6.0,373,3512.501551
7.0,406,3512.986778
4.0,294,3513.390273
7.0,296,3514.117102
11.0,458,3515.343087
11.0,308,3516.139307
6.0,388,3516.991247
5.0,351,3517.427363
7.0,419,3517.952185
11.0,320,3518.365592
11.0,297,3518.742859
7.0,423,3519.542616
4.0,284,3520.226032
4.0,291,3520.968956
4.0,274,3521.661254
7.0,299,3522.375283
6.0,389,3523.362682
7.0,428,3524.026406
5.0,331,3524.447206
7.0,272,3524.804992
2.0,230,3525.06583
3.0,263,3525.395855
11.0,450,3526.129164
8.0,320,3526.944972
11.0,314,3527.728715
2.0,234,3528.308788
7.0,271,3529.010088
11.0,453,3530.21257
9.0,356,3530.83123
6.0,371,3531.335688
7.0,404,3531.869136
11.0,452,3532.475481
2.0,241,3532.809552
7.0,429,3533.981918
7.0,429,3535.143638
3.0,264,3535.814456
5.0,365,3536.449496
7.0,270,3536.803676
11.0,457,3537.488468
5.0,366,3538.457596
9.0,368,3539.475364
5.0,344,3540.42374
6.0,392,3541.042494
5.0,364,3541.517295
7.0,292,3541.865964
7.0,407,3542.404426
6.0,380,3542.938952
3.0,269,3543.603794
3.0,265,3544.237597
3.0,265,3544.924462
11.0,310,3545.742139
3.0,261,3546.413695
2.0,232,3546.704422
7.0,407,3547.230078
7.0,273,3547.603618
11.0,453,3548.202118
7.0,285,3548.550576
7.0,422,3549.546187
11.0,306,3550.292335
5.0,361,3551.268068
10.0,414,3552.207726
3.0,269,3552.506465
8.0,319,3552.902406
7.0,295,3553.350518
3.0,262,3554.039227
11.0,447,3555.250749
5.0,319,3556.12665
11.0,309,3556.756926
7.0,408,3557.308415
7.0,284,3557.664776
7.0,427,3558.213945
5.0,354,3558.681774
11.0,441,3559.757796
8.0,468,3561.266538
11.0,430,3562.404357
5.0,345,3562.862084
8.0,324,3563.242478
7.0,422,3564.125085
3.0,249,3564.810375
7.0,402,3565.895103
3.0,258,3566.52048
7.0,427,3567.240376
6.0,370,3567.716959
6.0,397,3568.246794
2.0,227,3568.518782
11.0,433,3569.097963
4.0,283,3569.810539
7.0,422,3570.891065
3.0,260,3571.57863
11.0,297,3572.348361
4.0,308,3573.19647
6.0,379,3574.269492
3.0,259,3574.896994
3.0,245,3575.500485
2.0,228,3576.115736
6.0,375,3577.074377
6.0,381,3578.110111
5.0,361,3579.03371
6.0,387,3580.043634
7.0,402,3581.125087
3.0,259,3581.730161
11.0,303,3582.51608
7.0,424,3583.680279
3.0,248,3584.416195
7.0,276,3585.101282
3.0,266,3585.456444
3.0,263,3585.769311
3.0,243,3586.115833
2.0,214,3586.677123
7.0,424,3587.82586
11.0,444,3589.029415
3.0,261,3589.642123
9.0,350,3590.547014
7.0,430,3591.724103
9.0,380,3592.808467
8.0,322,3593.693982
7.0,416,3594.823067
3.0,260,3595.523939
8.0,438,3596.673496
3.0,241,3597.266468
2.0,221,3597.834958
1.0,193,3598.303282
2.0,218,3598.85293
4.0,290,3599.658015
5.0,317,3600.509774
9.0,380,3601.469295
11.0,482,3602.75807
8.0,433,3603.935065
9.0,384,3604.964868
7.0,273,3605.642221
9.0,527,3607.057238
7.0,405,3608.164344
6.0,356,3609.143574
7.0,293,3609.862298
4.0,270,3610.547666
7.0,272,3611.290852
3.0,250,3611.962683
4.0,287,3612.703495
3.0,243,3613.336982
11.0,452,3614.052509
7.0,407,3614.582653
3.0,251,3615.166577
3.0,263,3615.825616
11.0,308,3616.573628
7.0,286,3617.329441
7.0,271,3618.025767
11.0,439,3619.18508
3.0,249,3619.79441
11.0,434,3621.068469
7.0,282,3621.818992
4.0,269,3622.526476
7.0,420,3623.130177
7.0,289,3623.476327
7.0,288,3623.926188
7.0,398,3625.008342
7.0,405,3626.117111
7.0,299,3626.848095
4.0,302,3627.398942
3.0,263,3627.781484
6.0,391,3628.267208
5.0,349,3628.712605
4.0,270,3629.062751
3.0,263,3629.390338
7.0,427,3630.451207
6.0,372,3631.478666
7.0,406,3633.562628
3.0,267,3634.310298
11.0,458,3635.562824
2.0,233,3636.143672
3.0,253,3636.567166
6.0,399,3637.087789
4.0,289,3637.51833
11.0,314,3638.356389
2.0,225,3638.994083
6.0,392,3640.091149
7.0,413,3641.208364
3.0,245,3641.873455
7.0,280,3642.660324
11.0,442,3643.941806
11.0,435,3645.184051
9.0,381,3646.240911
7.0,270,3646.973135
11.0,446,3648.180795
7.0,407,3649.208791
11.0,434,3650.164699
7.0,427,3650.680359
11.0,440,3651.416466
3.0,243,3652.050102
11.0,453,3653.334405
7.0,423,3654.486924
11.0,297,3655.279412
11.0,435,3656.412666
7.0,279,3657.102612
11.0,293,3657.911914
11.0,304,3658.723987
5.0,355,3659.701806
4.0,278,3660.400681
2.0,213,3660.909458
7.0,422,3661.991745
7.0,427,3663.110825
11.0,315,3663.905211
7.0,290,3664.621598
4.0,299,3665.425883
7.0,430,3666.590406
5.0,355,3667.555616
2.0,211,3668.119075
7.0,408,3669.446179
11.0,430,3670.652642
3.0,244,3671.267438
7.0,447,3672.418627
4.0,315,3673.226695
6.0,412,3674.304489
9.0,503,3675.654831
11.0,487,3676.943903
4.0,305,3677.733606
2.0,224,3678.310822
3.0,259,3678.98118
4.0,335,3679.806246
3.0,243,3680.437764
4.0,305,3681.216313
7.0,428,3682.400761
3.0,243,3683.104978
12.0,350,3684.341604
3.0,250,3684.993047
3.0,254,3685.671625
11.0,457,3686.662553
6.0,377,3687.200986
8.0,311,3687.769342
11.0,313,3688.638996
3.0,263,3689.287183
11.0,301,3690.049445
5.0,350,3690.952426
7.0,422,3691.614321
4.0,277,3692.021681
6.0,396,3692.62073
7.0,270,3693.02754
8.0,326,3693.696817
7.0,298,3694.536738
11.0,297,3695.320158
6.0,389,3696.423191
8.0,316,3697.289066
7.0,294,3698.026644
8.0,453,3699.252626
2.0,214,3699.834019
9.0,385,3700.855981
11.0,441,3702.061692
5.0,354,3703.036224
9.0,358,3703.685625
4.0,267,3704.030368
2.0,237,3704.307026
11.0,478,3705.27509
2.0,236,3705.873535
6.0,402,3706.911
3.0,253,3707.593131
3.0,265,3708.116857
7.0,431,3708.649777
7.0,424,3709.165543
7.0,280,3709.540718
3.0,245,3709.833997
3.0,264,3710.154009
3.0,244,3710.650102
11.0,297,3711.495709
3.0,260,3712.15226
7.0,279,3712.889597
5.0,364,3713.82045
7.0,425,3714.856995
4.0,286,3715.201267
10.0,444,3715.823137
7.0,401,3716.728274
11.0,452,3717.888767
5.0,356,3718.921411
14.0,495,3719.817764
7.0,403,3720.332287
5.0,356,3720.814496
2.0,230,3721.089926
1.0,177,3721.31538
7.0,286,3721.704971
11.0,455,3722.94486
5.0,333,3723.832897
7.0,287,3724.613864
7.0,407,3725.353637
4.0,302,3725.748694
2.0,214,3726.03876
5.0,366,3726.806917
4.0,273,3727.51036
3.0,269,3728.175427
2.0,218,3728.734886
3.0,247,3729.355625
8.0,302,3729.886987
3.0,248,3730.188388
3.0,249,3730.503093
6.0,373,3731.006171
11.0,441,3731.597616
2.0,226,3731.855799
4.0,275,3732.595343
2.0,215,3733.132738
3.0,241,3733.751053
7.0,429,3734.836897
6.0,373,3735.542922
3.0,252,3735.869597
4.0,292,3736.230048
3.0,251,3736.579284
3.0,241,3736.872267
3.0,253,3737.203337
2.0,234,3737.498214
7.0,276,3738.20266
3.0,243,3738.881462
10.0,452,3740.099443
3.0,265,3740.741506
7.0,280,3741.239853
7.0,420,3741.762194
3.0,238,3742.123894
1.0,199,3742.36078
6.0,378,3742.8353
2.0,219,3743.103578
1.0,190,3743.473406
5.0,355,3744.361754
2.0,217,3744.919856
8.0,457,3746.147158
2.0,214,3746.72341
3.0,269,3747.05479
7.0,406,3747.593813
3.0,263,3748.087965
4.0,341,3748.926523
4.0,316,3749.691335
9.0,437,3750.849522
11.0,436,3751.617535
7.0,270,3751.963573
5.0,363,3752.477062
2.0,215,3752.76567
5.0,345,3753.238193
6.0,380,3753.964473
6.0,374,3755.019402
3.0,251,3755.684593
7.0,424,3756.801578
5.0,345,3757.309688
3.0,249,3757.625906
5.0,366,3758.092735
7.0,289,3758.446264
2.0,228,3758.708162
6.0,396,3759.286578
11.0,299,3760.06249
2.0,227,3760.643006
6.0,397,3761.755011
3.0,254,3762.398913
2.0,239,3762.780436
3.0,245,3763.074109
1.0,192,3763.324497
3.0,264,3763.648428
9.0,348,3764.453789
3.0,270,3765.130463
4.0,283,3765.921192
7.0,402,3766.992644
2.0,211,3767.323911
2.0,212,3767.586494
4.0,279,3767.905701
3.0,258,3768.238119
3.0,263,3768.601216
3.0,269,3768.914428
4.0,280,3769.325101
3.0,266,3769.862242
4.0,295,3770.593643
4.0,297,3771.321724
5.0,356,3772.214517
2.0,228,3772.780582
4.0,283,3773.169385
5.0,353,3773.598329
3.0,258,3773.914159
10.0,451,3775.031309
4.0,324,3775.854374
7.0,287,3776.597793
3.0,262,3777.257778
3.0,255,3777.646811
2.0,241,3777.912057
6.0,401,3778.422106
3.0,245,3778.744645
7.0,401,3779.255239
7.0,409,3779.970309
7.0,409,3781.062927
11.0,442,3782.243769
10.0,449,3783.270892
2.0,236,3783.549767
3.0,269,3783.862311
6.0,375,3784.308491
2.0,214,3784.638789
3.0,244,3784.994037
2.0,234,3785.280375
6.0,395,3786.438185
6.0,375,3787.636564
2.0,222,3788.23921
6.0,376,3788.980735
3.0,260,3789.317912
5.0,343,3789.786762
2.0,215,3790.070366
4.0,323,3790.472235
3.0,250,3790.777216
7.0,405,3791.639322
6.0,377,3792.629697
11.0,481,3793.874893
3.0,284,3794.605058
8.0,433,3795.815245
8.0,333,3796.690561
4.0,270,3797.401564
7.0,286,3798.15514
3.0,258,3798.814631
8.0,319,3799.702139
11.0,446,3800.889794
3.0,256,3801.565987
2.0,214,3802.120483
3.0,258,3802.733433
2.0,213,3803.256866
5.0,319,3804.090611
3.0,262,3804.745193
11.0,457,3805.979588
6.0,408,3807.070511
6.0,385,3808.108284
6.0,400,3808.598168
5.0,369,3809.06512
6.0,387,3809.926635
2.0,227,3810.524335
4.0,292,3811.295274
3.0,263,3811.954265
3.0,259,3812.609702
6.0,383,3813.643248
2.0,237,3814.222171
2.0,223,3814.807287
3.0,265,3815.510234
4.0,276,3816.284923
2.0,221,3816.840455
3.0,246,3817.487779
4.0,278,3818.188756
6.0,376,3819.201899
3.0,248,3819.819717
6.0,377,3820.85787
5.0,370,3821.804502
3.0,263,3822.508313
0.0,157,3822.881691
7.0,420,3823.450067
3.0,257,3823.780672
7.0,430,3824.747945
3.0,253,3825.366603
3.0,252,3826.073995
2.0,226,3826.641378
2.0,230,3827.25608
7.0,424,3828.329559
5.0,345,3829.249043
4.0,290,3830.0001
2.0,219,3830.668879
2.0,214,3831.209323
2.0,231,3831.791878
6.0,398,3832.88037
2.0,215,3833.446018
5.0,343,3834.409523
3.0,271,3835.128697
3.0,270,3835.611362
1.0,190,3835.830175
5.0,364,3836.26706
5.0,368,3836.88069
10.0,447,3838.108826
1.0,183,3838.56322
2.0,238,3839.177815
2.0,216,3839.74663
5.0,323,3840.280356
6.0,396,3840.786984
6.0,396,3841.290189
5.0,342,3841.719243
4.0,302,3842.083465
3.0,245,3842.534184
2.0,216,3843.060947
3.0,257,3843.724535
2.0,215,3844.338952
5.0,367,3845.261735
11.0,473,3846.095505
4.0,295,3846.456696
2.0,223,3846.72619
11.0,476,3847.371395
7.0,415,3847.895498
2.0,217,3848.401028
6.0,398,3849.427033
2.0,221,3849.955188
4.0,285,3850.68718
3.0,249,3851.308991
10.0,460,3852.497547
7.0,270,3852.842692
3.0,264,3853.142986
0.0,158,3853.332029
10.0,460,3854.265037
3.0,241,3854.893389
6.0,396,3855.881806
5.0,358,3856.841931
3.0,265,3857.270847
2.0,224,3857.520277
5.0,333,3857.945014
2.0,224,3858.206028
7.0,295,3858.593565
2.0,231,3858.871454
3.0,252,3859.200286
7.0,424,3860.221917
6.0,385,3861.228463
4.0,271,3861.993608
10.0,427,3862.905093
9.0,439,3863.471709
6.0,370,3863.933353
4.0,343,3864.340398
7.0,409,3864.870279
3.0,248,3865.373688
3.0,267,3866.040089
2.0,232,3866.604486
2.0,223,3867.133148
4.0,276,3867.826699
4.0,271,3868.470738
5.0,318,3868.882283
11.0,448,3869.465985
6.0,392,3869.930947
6.0,380,3870.4303
4.0,276,3870.874675
7.0,276,3871.585613
5.0,343,3872.460311
11.0,474,3873.764835
4.0,284,3874.457663
3.0,261,3875.158027
9.0,367,3875.6507
7.0,410,3876.181005
3.0,252,3876.484718
2.0,218,3876.756338
6.0,395,3877.242266
3.0,244,3877.652666
7.0,420,3878.823362
7.0,424,3879.937711
5.0,359,3880.858133
4.0,283,3881.255315
2.0,223,3881.526017
6.0,396,3882.031273
7.0,408,3882.557124
5.0,351,3883.022412
7.0,290,3883.575655
2.0,231,3884.160445
3.0,264,3884.851231
4.0,275,3885.651572
4.0,279,3886.410632
3.0,251,3886.861693
2.0,224,3887.127392
11.0,454,3887.703713
3.0,260,3888.076156
6.0,379,3888.605427
11.0,446,3889.920121
11.0,430,3891.425873
6.0,386,3892.691684
11.0,439,3893.721114
7.0,274,3894.059065
3.0,266,3894.396172
3.0,269,3895.006387
3.0,258,3895.810298
11.0,489,3897.233431
7.0,428,3898.16295
7.0,285,3898.509792
4.0,304,3898.869581
7.0,275,3899.245152
7.0,422,3899.795494
10.0,450,3900.533779
5.0,332,3901.40703
4.0,294,3902.117652
7.0,273,3902.846856
3.0,256,3903.515229
4.0,325,3904.393884
4.0,296,3905.11185
6.0,388,3906.0844
7.0,421,3907.25005
3.0,270,3907.958013
5.0,331,3908.534538
4.0,327,3908.940467
3.0,262,3909.245605
7.0,283,3909.829785
11.0,435,3911.022799
3.0,264,3911.728605
