#{"t_start": 1740424077.2655869, "env_id": "ALE/Breakout-ram-v5"}
r,l,t
6.0,368,506.007919
2.0,179,506.209275
3.0,223,506.456347
2.0,195,506.675039
3.0,266,506.972887
3.0,223,507.220845
3.0,225,507.473251
3.0,223,507.720762
0.0,120,507.861947
2.0,195,508.080686
1.0,149,508.248638
6.0,323,508.608031
0.0,121,508.747181
1.0,148,508.915542
0.0,120,509.052731
2.0,195,509.272006
2.0,179,509.475243
2.0,195,509.76597
0.0,120,509.945278
0.0,120,510.084997
2.0,195,510.305814
2.0,195,510.526262
13.0,502,511.079045
3.0,223,511.326654
1.0,148,511.495175
0.0,121,511.634567
0.0,120,511.771744
2.0,195,511.989151
2.0,195,512.212138
0.0,120,512.349156
0.0,120,512.488514
2.0,195,512.708066
2.0,196,512.931649
8.0,462,513.439623
0.0,120,513.577244
0.0,120,513.714686
3.0,210,513.952249
2.0,195,514.170282
2.0,195,514.386589
3.0,210,514.621947
2.0,195,514.841939
1.0,166,515.027854
3.0,210,515.263233
0.0,120,515.399674
2.0,196,515.619901
2.0,195,515.837063
3.0,210,516.073114
2.0,179,516.277602
3.0,210,516.515636
3.0,210,516.75397
3.0,223,517.003755
2.0,195,517.225359
3.0,242,517.497253
4.0,293,517.821828
0.0,120,517.960816
2.0,177,518.159366
3.0,226,518.415913
1.0,148,518.585372
2.0,195,518.804023
3.0,225,519.058527
2.0,195,519.28049
3.0,226,519.535808
0.0,120,519.67584
2.0,195,519.897545
0.0,120,520.040971
0.0,120,520.181046
2.0,195,520.400652
0.0,120,520.539885
0.0,120,520.687388
0.0,121,520.832401
4.0,294,521.160687
0.0,120,521.300069
2.0,195,521.524076
3.0,210,521.760122
0.0,120,521.89944
0.0,120,522.038255
0.0,120,522.180296
3.0,210,522.418743
3.0,210,522.655934
2.0,195,522.878224
1.0,148,523.050644
3.0,211,523.289618
2.0,195,523.51022
2.0,195,523.729209
3.0,210,523.970609
0.0,120,524.109324
3.0,223,524.361571
3.0,210,524.597346
2.0,177,524.803226
2.0,177,525.006338
2.0,179,525.208883
1.0,149,525.381652
2.0,179,525.587399
3.0,223,525.839853
1.0,148,526.010198
1.0,149,526.182051
0.0,120,526.329653
3.0,224,526.584903
2.0,179,526.790921
6.0,362,527.19458
0.0,120,527.336925
5.0,301,527.67398
4.0,290,527.997156
2.0,195,528.218087
1.0,148,528.390709
2.0,196,528.6143
2.0,195,528.835348
1.0,166,529.02381
2.0,195,529.247322
1.0,148,529.417397
1.0,148,529.586521
3.0,210,529.824893
0.0,121,529.967145
2.0,195,530.188325
2.0,195,530.407545
3.0,243,530.680245
3.0,210,530.92232
4.0,291,531.245626
3.0,210,531.484506
2.0,195,531.706056
2.0,195,531.92916
3.0,210,532.167346
2.0,195,532.389175
2.0,179,532.588954
3.0,210,532.827261
3.0,225,533.085682
2.0,179,533.287303
4.0,293,533.616284
0.0,120,533.759572
1.0,148,533.929382
2.0,179,534.134278
3.0,210,534.371739
2.0,179,534.58099
2.0,195,534.802523
2.0,177,535.003379
0.0,120,535.142656
2.0,177,535.347154
0.0,120,535.487348
0.0,120,535.626787
0.0,120,535.766626
3.0,225,536.024796
1.0,148,536.194771
3.0,210,536.431787
2.0,195,536.653459
0.0,120,536.798142
0.0,121,536.938966
1.0,148,537.109891
0.0,120,537.250258
0.0,120,537.394021
3.0,210,537.634019
3.0,224,537.888895
3.0,210,538.128646
2.0,195,538.358993
2.0,196,538.583772
3.0,224,538.837334
0.0,120,538.977423
1.0,148,539.151434
3.0,210,539.388644
1.0,166,539.579695
0.0,121,539.821097
2.0,195,540.078065
2.0,179,540.280665
3.0,225,540.539062
1.0,149,540.710177
2.0,196,540.935576
0.0,120,541.07544
2.0,195,541.297665
0.0,120,541.437484
0.0,120,541.575857
3.0,210,541.812221
2.0,197,542.036754
0.0,120,542.176788
3.0,246,542.456117
0.0,120,542.596051
2.0,196,542.818925
1.0,149,542.989623
0.0,120,543.133967
2.0,177,543.337577
2.0,195,543.557773
2.0,179,543.764222
0.0,120,543.912549
1.0,148,544.083374
0.0,120,544.222971
0.0,120,544.362397
2.0,177,544.566357
3.0,210,544.805227
2.0,195,545.025752
3.0,210,545.262045
3.0,223,545.513107
3.0,210,545.747152
6.0,353,546.141955
0.0,120,546.281515
2.0,178,546.485442
3.0,223,546.737926
3.0,223,546.990473
2.0,179,547.193175
2.0,195,547.417662
2.0,195,547.638828
3.0,210,547.875632
2.0,195,548.0977
0.0,120,548.240978
0.0,121,548.381891
1.0,148,548.552395
